GO.ID	Description	pVal	p.adj	Phenotype	Gene.vals
REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION	Both	4.97575666814402e-10	2.99042975755456e-07	-1	ADCY1:7, CAMK2B:8, PRKCG:10, GABRR1:17, KCNJ9:133, NBEA:139, CHRNA4:145, RPS6KA2:156, GRIK1:201, KCNJ12:220, TUBA4A:246, GRIK3:265, AP2A2:277, CAMK2D:299, GABRG3:367, KCNJ6:386, GABRB3:409, GRIN2B:441, CACNG4:525, GABBR1:597, GNB3:613, ADCY9:678, GRIN2A:715, TUBA1B:741, DLG3:797, GLRA3:819, GABRR3:833, GRIN1:837, KCNJ3:881, GNAT3:1047, GRIK2:1064, KCNJ5:1106, ADCY2:1221, CHRNA3:1287, ADCY8:1328, CAMKK2:1334, RPS6KA6:1371, GABRQ:1390, ACTN2:1401, TUBB2A:1438, DLG4:1465, NSF:1518, ADCY3:1523, GABRA5:1567, TUBA8:1597, PRKCA:1644, NPTN:1819, DLG2:1946, TUBB4A:1954, PRKAB2:1958, CHRNB2:1997, GNB5:2041, GABRG2:2090, GLRA2:2155, PRKAA1:2172, CHRNA5:2174, PRKAR1B:2217, GLRA1:2250, GABRA3:2293, RASGRF1:2440, KCNJ4:2467, GABRB2:2496, ARHGEF9:2549, MAPK3:6991.5, MAPT:6991.5, PRKAR2B:6991.5, PRKACA:6991.5, PICK1:6991.5, TUBB1:6991.5, PRKAR1A:6991.5, PRKAR2A:6991.5, TUBB2B:6991.5, PDPK1:6991.5, PRKACB:6991.5, TSPAN7:6991.5, PRKCB:6991.5, TUBA1A:6991.5, TUBAL3:6991.5, TUBB4B:6991.5, SRC:6991.5, CAMKK1:6991.5, CAMK2A:6991.5, ADCY7:6991.5, PLCB2:6991.5, GNAL:6991.5, CAMK2G:6991.5, PLCB3:6991.5, ADCY5:6991.5, ADCY6:6991.5, KPNA2:6991.5, PLCB1:6991.5, PRKX:6991.5, APBA1:6991.5, LIN7C:6991.5, GABRA1:6991.5, LRRC7:6991.5, DLG1:6991.5, EPB41L1:6991.5, GRIN2D:6991.5, GRIK5:6991.5, PRKAG2:6991.5, GIT1:6991.5, CHRNE:6991.5, GABRA4:6991.5, GLRB:6991.5, PRKAB1:6991.5, GABRR2:6991.5, RASGRF2:6991.5, KIF17:6991.5, RPS6KA1:6991.5, CHRNB4:6991.5, GRIA2:6991.5, CHRNA2:6991.5, KCNJ2:6991.5, GRIA3:6991.5, MDM2:6991.5, CHRND:6991.5, GABBR2:6991.5, CHRNA1:6991.5, CACNG8:6991.5, GABRA6:6991.5, CHRNB3:6991.5, HTR3B:6991.5, GABRA2:6991.5, GRIA4:6991.5, GRIA1:6991.5, GRIP1:6991.5, AP2M1:6991.5, GRIN2C:6991.5, PRKAA2:6991.5, GABRB1:6991.5, HTR3A:6991.5, CHRNA9:6991.5, PPM1E:6991.5, CHRNA7:6991.5, KCNJ10:6991.5, ERBB4:6991.5, PRKAG1:6991.5, CHRNG:6991.5, AP2A1:6991.5, GRIN3A:6991.5, NEFL:6991.5, PPM1F:11617, MYO6:11857, CAMK1:11890, TUBB8B:12045, KCNJ15:12317, TUBB8:12332, NCALD:12537, NRG1:12819, GRIN3B:12888, CAMK4:12996, HTR3D:13421, KCNJ16:13525, GRIP2:13561, ARHGEF7:14658, CHRNA6:14810, ADCY4:14927, HTR3C:14935
REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	Herbivore	3.23940645787661e-09	1.16812996871031e-06	-1	ADCY1:7, CAMK2B:8, PRKCG:10, GABRR1:17, KCNJ9:133, NBEA:139, CHRNA4:145, RPS6KA2:156, SYT1:166, GRIK1:201, KCNJ12:220, TUBA4A:246, GRIK3:265, AP2A2:277, CAMK2D:299, CACNA1B:341, DNAJC5:364, GABRG3:367, SLC17A7:369, KCNJ6:386, GABRB3:409, SLC32A1:439, GRIN2B:441, CACNG4:525, GLUL:595, GABBR1:597, GNB3:613, CACNB2:636, ADCY9:678, GRIN2A:715, TUBA1B:741, DLG3:797, GLRA3:819, GABRR3:833, GRIN1:837, KCNJ3:881, SNAP25:990, GNAT3:1047, GRIK2:1064, KCNJ5:1106, ADCY2:1221, SLC18A2:1264, CHRNA3:1287, ADCY8:1328, CAMKK2:1334, RPS6KA6:1371, GABRQ:1390, ACTN2:1401, TUBB2A:1438, DLG4:1465, NSF:1518, ADCY3:1523, GABRA5:1567, TUBA8:1597, PRKCA:1644, CACNA1E:1655, SYN3:1726, CACNB4:1763, NPTN:1819, DLG2:1946, TUBB4A:1954, PRKAB2:1958, CHRNB2:1997, GNB5:2041, GABRG2:2090, GLRA2:2155, PRKAA1:2172, CHRNA5:2174, PRKAR1B:2217, GLRA1:2250, GABRA3:2293, ALDH2:2354, RASGRF1:2440, KCNJ4:2467, GABRB2:2496, ARHGEF9:2549, MAPK3:6991.5, MAPT:6991.5, PRKAR2B:6991.5, PRKACA:6991.5, PICK1:6991.5, TUBB1:6991.5, PRKAR1A:6991.5, PRKAR2A:6991.5, TUBB2B:6991.5, PDPK1:6991.5, PRKACB:6991.5, TSPAN7:6991.5, PRKCB:6991.5, TUBA1A:6991.5, TUBAL3:6991.5, TUBB4B:6991.5, SRC:6991.5, CAMKK1:6991.5, CAMK2A:6991.5, ADCY7:6991.5, PLCB2:6991.5, GNAL:6991.5, CAMK2G:6991.5, PLCB3:6991.5, ADCY5:6991.5, ADCY6:6991.5, KPNA2:6991.5, PLCB1:6991.5, PRKX:6991.5, CACNA2D2:6991.5, CACNB1:6991.5, CACNA2D3:6991.5, CACNB3:6991.5, TSPOAP1:6991.5, SYN1:6991.5, SLC6A13:6991.5, CHAT:6991.5, SLC1A3:6991.5, RIMS1:6991.5, SLC1A6:6991.5, STX1A:6991.5, APBA1:6991.5, SLC1A2:6991.5, GLS:6991.5, SLC5A7:6991.5, GAD1:6991.5, SLC6A11:6991.5, SLC38A2:6991.5, NAAA:6991.5, PPFIA2:6991.5, PPFIA4:6991.5, ARL6IP5:6991.5, LIN7C:6991.5, SLC6A1:6991.5, SYN2:6991.5, SLC1A7:6991.5, SLC22A1:6991.5, PPFIA3:6991.5, SLC18A3:6991.5, UNC13B:6991.5, ACHE:6991.5, SLC6A4:6991.5, BCHE:6991.5, SLC6A3:6991.5, LRTOMT:6991.5, GABRA1:6991.5, LRRC7:6991.5, DLG1:6991.5, EPB41L1:6991.5, GRIN2D:6991.5, GRIK5:6991.5, PRKAG2:6991.5, GIT1:6991.5, CHRNE:6991.5, GABRA4:6991.5, GLRB:6991.5, PRKAB1:6991.5, GABRR2:6991.5, RASGRF2:6991.5, KIF17:6991.5, RPS6KA1:6991.5, CHRNB4:6991.5, GRIA2:6991.5, CHRNA2:6991.5, KCNJ2:6991.5, GRIA3:6991.5, MDM2:6991.5, CHRND:6991.5, GABBR2:6991.5, CHRNA1:6991.5, CACNG8:6991.5, GABRA6:6991.5, CHRNB3:6991.5, HTR3B:6991.5, GABRA2:6991.5, GRIA4:6991.5, GRIA1:6991.5, GRIP1:6991.5, AP2M1:6991.5, GRIN2C:6991.5, PRKAA2:6991.5, GABRB1:6991.5, HTR3A:6991.5, CHRNA9:6991.5, PPM1E:6991.5, CHRNA7:6991.5, KCNJ10:6991.5, ERBB4:6991.5, PRKAG1:6991.5, CHRNG:6991.5, AP2A1:6991.5, GRIN3A:6991.5, NEFL:6991.5, PPM1F:11617, MYO6:11857, CAMK1:11890, SLC22A2:11896, GAD2:11932, TUBB8B:12045, SLC38A1:12068, KCNJ15:12317, TUBB8:12332, MAOA:12353, NCALD:12537, ABAT:12705, NRG1:12819, GRIN3B:12888, CAMK4:12996, ALDH5A1:13303, CACNA1A:13356, HTR3D:13421, KCNJ16:13525, GRIP2:13561, GLS2:14231, SLC1A1:14262, COMT:14622, ARHGEF7:14658, CHRNA6:14810, ADCY4:14927, HTR3C:14935, SLC6A12:14960
REACTOME_NEURONAL_SYSTEM	Herbivore	1.90063839511256e-15	3.42685102638794e-12	-1	ADCY1:7, CAMK2B:8, PRKCG:10, GABRR1:17, DBNL:51, HOMER2:90, SLITRK1:91, KCNA10:98, SHANK2:116, KCNV2:122, KCNJ9:133, NBEA:139, CHRNA4:145, RPS6KA2:156, SYT1:166, KCNS3:176, SLITRK4:194, GRIK1:201, KCNJ12:220, KCNJ14:242, KCNQ3:243, TUBA4A:246, GRIK3:265, AP2A2:277, CAMK2D:299, KCNQ2:316, CACNA1B:341, DNAJC5:364, GABRG3:367, SLC17A7:369, KCNJ6:386, KCNAB2:407, GABRB3:409, KCNS2:417, KCND3:421, SLC32A1:439, GRIN2B:441, KCNF1:461, CACNG4:525, GLUL:595, GABBR1:597, KCNC2:606, GNB3:613, CACNB2:636, ADCY9:678, GRIN2A:715, TUBA1B:741, KCNK10:749, KCNH6:770, DLG3:797, GLRA3:819, GABRR3:833, GRIN1:837, KCNJ3:881, NRXN2:917, APBA2:973, KCNV1:980, SNAP25:990, KCNC4:1009, GNAT3:1047, GRIK2:1064, SIPA1L1:1099, KCNJ5:1106, PANX2:1154, GJC1:1193, ADCY2:1221, SLC18A2:1264, KCNH5:1277, CHRNA3:1287, ADCY8:1328, CAMKK2:1334, RPS6KA6:1371, GABRQ:1390, ACTN2:1401, TUBB2A:1438, DLG4:1465, NSF:1518, ADCY3:1523, KCNG3:1544, KCNH3:1548, GABRA5:1567, SLITRK2:1581, TUBA8:1597, PRKCA:1644, CACNA1E:1655, KCNMA1:1708, LRRTM2:1714, SYN3:1726, KCNJ11:1735, DLGAP3:1742, CACNB4:1763, SLITRK6:1782, KCNB2:1789, SYT12:1794, NPTN:1819, KCNS1:1827, KCND2:1849, PTPRF:1892, IL1RAPL1:1905, DLG2:1946, TUBB4A:1954, PRKAB2:1958, KCNQ1:1969, CHRNB2:1997, GRM5:2006, NLGN4X:2021, GNB5:2041, GABRG2:2090, SLITRK5:2125, GLRA2:2155, PRKAA1:2172, CHRNA5:2174, KCNK13:2186, PRKAR1B:2217, KCNAB1:2243, GLRA1:2250, KCNN3:2251, GABRA3:2293, KCNG1:2328, ALDH2:2354, KCNA6:2377, RASGRF1:2440, KCNJ4:2467, GABRB2:2496, GJD2:2504, ARHGEF9:2549, NRXN3:2574, MAPK3:6991.5, MAPT:6991.5, PRKAR2B:6991.5, PRKACA:6991.5, PICK1:6991.5, TUBB1:6991.5, PRKAR1A:6991.5, PRKAR2A:6991.5, TUBB2B:6991.5, PDPK1:6991.5, PRKACB:6991.5, KCNMB1:6991.5, TSPAN7:6991.5, PRKCB:6991.5, TUBA1A:6991.5, TUBAL3:6991.5, TUBB4B:6991.5, SRC:6991.5, KCNMB2:6991.5, CAMKK1:6991.5, CAMK2A:6991.5, ADCY7:6991.5, PLCB2:6991.5, GNAL:6991.5, CAMK2G:6991.5, PLCB3:6991.5, ADCY5:6991.5, ADCY6:6991.5, KPNA2:6991.5, PLCB1:6991.5, PRKX:6991.5, PANX1:6991.5, GJA10:6991.5, CACNA2D2:6991.5, CACNB1:6991.5, CACNA2D3:6991.5, CACNB3:6991.5, TSPOAP1:6991.5, SYN1:6991.5, SLC6A13:6991.5, CHAT:6991.5, SLC1A3:6991.5, RIMS1:6991.5, SLC1A6:6991.5, STX1A:6991.5, APBA1:6991.5, SLC1A2:6991.5, GLS:6991.5, SLC5A7:6991.5, GAD1:6991.5, SLC6A11:6991.5, SLC38A2:6991.5, NAAA:6991.5, PPFIA2:6991.5, PPFIA4:6991.5, ARL6IP5:6991.5, LIN7C:6991.5, SLC6A1:6991.5, SYN2:6991.5, SLC1A7:6991.5, SLC22A1:6991.5, PPFIA3:6991.5, SLC18A3:6991.5, UNC13B:6991.5, ACHE:6991.5, SLC6A4:6991.5, BCHE:6991.5, SLC6A3:6991.5, LRTOMT:6991.5, GABRA1:6991.5, LRRC7:6991.5, DLG1:6991.5, EPB41L1:6991.5, GRIN2D:6991.5, GRIK5:6991.5, PRKAG2:6991.5, GIT1:6991.5, CHRNE:6991.5, GABRA4:6991.5, GLRB:6991.5, PRKAB1:6991.5, GABRR2:6991.5, RASGRF2:6991.5, KIF17:6991.5, RPS6KA1:6991.5, CHRNB4:6991.5, GRIA2:6991.5, CHRNA2:6991.5, KCNJ2:6991.5, GRIA3:6991.5, MDM2:6991.5, CHRND:6991.5, GABBR2:6991.5, CHRNA1:6991.5, CACNG8:6991.5, GABRA6:6991.5, CHRNB3:6991.5, HTR3B:6991.5, GABRA2:6991.5, GRIA4:6991.5, GRIA1:6991.5, GRIP1:6991.5, AP2M1:6991.5, GRIN2C:6991.5, PRKAA2:6991.5, GABRB1:6991.5, HTR3A:6991.5, CHRNA9:6991.5, PPM1E:6991.5, CHRNA7:6991.5, KCNJ10:6991.5, ERBB4:6991.5, PRKAG1:6991.5, CHRNG:6991.5, AP2A1:6991.5, GRIN3A:6991.5, NEFL:6991.5, ABCC8:6991.5, SYT7:6991.5, HOMER3:6991.5, KCNH2:6991.5, ABCC9:6991.5, EPB41L2:6991.5, KCNN2:6991.5, DLGAP4:6991.5, KCNK2:6991.5, KCNH4:6991.5, KCNK6:6991.5, KCND1:6991.5, KCNN4:6991.5, KCNA7:6991.5, KCNN1:6991.5, PPFIBP1:6991.5, SYT10:6991.5, KCNA1:6991.5, EPB41L5:6991.5, KCNJ8:6991.5, SLITRK3:6991.5, LRFN3:6991.5, LRFN1:6991.5, KCNC1:6991.5, KCNC3:6991.5, LRRC4B:6991.5, FLOT2:6991.5, KCNK1:6991.5, FLOT1:6991.5, HCN4:6991.5, NTRK3:6991.5, KCNH1:6991.5, HCN3:6991.5, SYT2:6991.5, GRM1:6991.5, PTPRD:6991.5, LRFN2:6991.5, KCNB1:6991.5, SHANK1:6991.5, LRRTM1:6991.5, PDLIM5:6991.5, HCN1:6991.5, NLGN4Y:6991.5, PPFIBP2:6991.5, KCNG4:6991.5, NLGN1:6991.5, NLGN2:6991.5, DLGAP1:6991.5, SYT9:6991.5, KCNK3:6991.5, KCNK7:6991.5, LRFN4:6991.5, LRRTM4:6991.5, KCNA3:6991.5, KCNG2:6991.5, SHARPIN:6991.5, KCNA4:6991.5, KCNK4:6991.5, KCNH7:6991.5, KCNQ5:6991.5, KCNK18:6991.5, IL1RAPL2:6991.5, IL1RAP:6991.5, NLGN3:6991.5, DLGAP2:6991.5, LRRTM3:6991.5, PPM1F:11617, MYO6:11857, CAMK1:11890, SLC22A2:11896, GAD2:11932, TUBB8B:12045, SLC38A1:12068, NRXN1:12134, KCNJ15:12317, TUBB8:12332, MAOA:12353, KCNH8:12358, NCALD:12537, ABAT:12705, NRG1:12819, GRIN3B:12888, CAMK4:12996, KCNQ4:13040, KCNK9:13097, ALDH5A1:13303, CACNA1A:13356, HTR3D:13421, KCNK17:13454, KCNJ16:13525, GRIP2:13561, APBA3:13577, EPB41:13746, KCNMB3:13964, KCNAB3:14014, PTPRS:14181, GLS2:14231, SLC1A1:14262, RTN3:14443, COMT:14622, ARHGEF7:14658, CHRNA6:14810, EPB41L3:14848, ADCY4:14927, HTR3C:14935, SLC6A12:14960, KCNJ1:14981, KCNK16:15041
REACTOME_FORMATION_OF_RNA_POL_II_ELONGATION_COMPLEX	Unclear	0.00596581024236536	0.0543656792187813	-1	POLR2J:380, NCBP1:402, NELFB:731, MLLT3:776, GTF2F2:851, NELFA:856, CDK9:918, GTF2H4:1002, CTDP1:1104, IWS1:1521, MNAT1:1847, SUPT6H:2018, RTF1:2394, PAF1:6991.5, CCNT2:6991.5, CCNK:6991.5, SUPT16H:6991.5, POLR2F:6991.5, NELFCD:6991.5, ERCC2:6991.5, GTF2H1:6991.5, GTF2H3:6991.5, GTF2F1:6991.5, CCNT1:6991.5, MLLT1:6991.5, CDK7:6991.5, CCNH:6991.5, EAF1:6991.5, EAF2:6991.5, GTF2H2:6991.5, SSRP1:6991.5, ELOC:6991.5, ERCC3:6991.5, LEO1:6991.5, TCEA1:6991.5, SUPT5H:6991.5, CTR9:6991.5, NELFE:6991.5, ELOA:12419, ELL:13090, AFF4:13954
REACTOME_IRS_MEDIATED_SIGNALLING	Both	0.805424212354794	0.917670317777043	-1	FGF8:635, FGF10:961, FGFR2:1156, FLT3:1442, PIK3CA:1640, FGFR3:1729, IRS1:2061, KL:2456, PTPN11:6991.5, AKT2:6991.5, SOS1:6991.5, PDPK1:6991.5, GAB2:6991.5, FGF22:6991.5, FGF4:6991.5, PIK3C3:6991.5, FGF20:6991.5, FGF6:6991.5, FGF1:6991.5, FGF23:6991.5, KLB:6991.5, FGF5:6991.5, FGF2:6991.5, FGF7:6991.5, FGF17:6991.5, FGFR4:6991.5, FGF19:6991.5, FRS2:6991.5, TLR9:6991.5, PIK3R1:11590, THEM4:12490, GAB1:12509, PIK3R2:12974, PIK3R4:13086, FGFR1:13371, PDE3B:13403, PIK3CB:13603, TRIB3:14700
REACTOME_RAF_INDEPENDENT_MAPK1_3_ACTIVATION	Insectivore	0.414162450175834	0.659659803592781	-1	DUSP9:911, PEA15:1348, IL6ST:1935, DUSP7:2449, JAK2:6991.5, TYK2:6991.5, IL6R:6991.5, JAK1:6991.5, PTPN11:6991.5, MAPK3:6991.5, DUSP16:6991.5, DUSP1:6991.5, DUSP4:6991.5, DUSP5:6991.5, DUSP6:6991.5, DUSP10:6991.5, DUSP2:6991.5, DUSP8:6991.5, IL6:13825, MAP2K2:14604
REACTOME_MAPK1_ERK2_ACTIVATION	Insectivore	0.644870020262812	0.828724623331325	1	MAP2K2:502, IL6:1281, JAK2:8114.5, TYK2:8114.5, IL6R:8114.5, JAK1:8114.5, PTPN11:8114.5, IL6ST:13171
REACTOME_SOS_MEDIATED_SIGNALLING	Unclear	0.346859971114047	0.603656880230334	-1	IRS1:2061, SOS1:6991.5
REACTOME_FORMATION_OF_THE_EARLY_ELONGATION_COMPLEX	Unclear	0.00282250380211085	0.0330379656597903	-1	POLR2J:380, NCBP1:402, NELFB:731, GTF2F2:851, NELFA:856, GTF2H4:1002, CTDP1:1104, MNAT1:1847, POLR2F:6991.5, NELFCD:6991.5, ERCC2:6991.5, GTF2H1:6991.5, GTF2H3:6991.5, GTF2F1:6991.5, CDK7:6991.5, CCNH:6991.5, GTF2H2:6991.5, ERCC3:6991.5, SUPT5H:6991.5, NELFE:6991.5
REACTOME_INHIBITION_OF_REPLICATION_INITIATION_OF_DAMAGED_DNA_BY_RB1_E2F1	Unclear	0.313995198510241	0.568406970797153	-1	PRIM1:2062, PPP2R1B:2343, E2F1:6991.5, TFDP2:6991.5, TFDP1:6991.5, POLA2:6991.5, POLA1:6991.5, RB1:6991.5, PRIM2:6991.5, PPP2R3B:6991.5
REACTOME_E2F_ENABLED_INHIBITION_OF_PRE_REPLICATION_COMPLEX_FORMATION	Unclear	0.0454431768385381	0.18983982359977	1	MCM8:1198, ORC1:1916, ORC2:2474, CCNB1:3234, ORC3:3269, ORC6:8114.5, ORC4:8114.5, ORC5:8114.5
REACTOME_E2F_MEDIATED_REGULATION_OF_DNA_REPLICATION	Unclear	0.559477637389217	0.766518374021852	1	MCM8:1198, ORC1:1916, ORC2:2474, CCNB1:3234, ORC3:3269, E2F1:8114.5, TFDP2:8114.5, TFDP1:8114.5, POLA2:8114.5, POLA1:8114.5, RB1:8114.5, PRIM2:8114.5, PPP2R3B:8114.5, ORC6:8114.5, ORC4:8114.5, ORC5:8114.5, PPP2R1B:12763, PRIM1:13044
REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS	Unclear	0.716538702874209	0.874807104345751	1	PPP3CC:818, DYNLL2:2732, TP63:3590, BAD:3701, BID:8114.5, TP73:8114.5, DYNLL1:8114.5, E2F1:8114.5, BMF:8114.5, AKT2:8114.5, BBC3:8114.5, TFDP2:8114.5, TP53:8114.5, AKT1:8114.5, TP53BP2:8114.5, BCL2L11:8114.5, BCL2:8114.5, SFN:8114.5, TFDP1:8114.5, PPP3R1:8114.5, PPP1R13B:13231
REACTOME_EFFECTS_OF_PIP2_HYDROLYSIS	Both	0.421093720405302	0.663959661344371	-1	ITPR1:92, DGKI:104, DAGLA:708, TRPC6:889, DGKQ:1517, DGKD:1882, TRPC3:2427, PRKCH:6991.5, DGKG:6991.5, DGKA:6991.5, RASGRP2:6991.5, TRPC7:6991.5, ABHD12:6991.5, DGKH:6991.5, ITPR2:6991.5, DGKB:6991.5, DGKZ:6991.5, ABHD6:6991.5, DAGLB:6991.5, PRKCE:6991.5, RASGRP1:6991.5, ITPR3:11705, PRKCD:12216, PRKCQ:12806, MGLL:12827, DGKE:13770, DGKK:14378
REACTOME_DISINHIBITION_OF_SNARE_FORMATION	Both	0.0419658394770746	0.17887567039519	-1	PRKCG:10, PRKCA:1644, STX4:1863, STXBP3:6991.5, PRKCB:6991.5
REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE	Unclear	0.499911241089376	0.720232287870875	-1	FCER1G:1200, COL1A2:1353, PIK3CA:1640, PIK3R5:1702, PTPN6:2045, VAV3:2274, PTPN11:6991.5, LCP2:6991.5, RHOA:6991.5, CDC42:6991.5, GP6:6991.5, PIK3CG:6991.5, COL1A1:6991.5, PIK3R3:6991.5, PDPK1:6991.5, VAV1:6991.5, VAV2:6991.5, SYK:6991.5, LCK:6991.5, PLCG2:6991.5, LAT:6991.5, LYN:6991.5, PIK3R6:6991.5, MPIG6B:11507, PIK3R1:11590, PIK3R2:12974, PIK3CB:13603, CLEC1B:14112
REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR	Both	0.172858805805348	0.406420989287251	-1	UBA52:499, RPS27A:631, PSMF1:691, PSMA1:795, NFKBIA:808, BCL10:863, PSMD12:951, PPIA:1450, RELA:1751, IKBKG:1767, CARD11:2149, MALT1:2436, PSMB1:6991.5, PSME4:6991.5, PSMD8:6991.5, PSMB5:6991.5, PSMD10:6991.5, PSMD3:6991.5, PSMD9:6991.5, PSMB2:6991.5, PSME3:6991.5, PSMB7:6991.5, PSMB6:6991.5, PSMA8:6991.5, PSMD4:6991.5, PSMB4:6991.5, PSMD6:6991.5, UBB:6991.5, PSMD1:6991.5, PSMD2:6991.5, PSMD13:6991.5, PSMB8:6991.5, PSMB10:6991.5, PPP3R1:6991.5, PSMB11:6991.5, PRKCB:6991.5, RASGRP1:6991.5, NFATC2:6991.5, NFKB1:6991.5, SKP1:6991.5, NFATC1:6991.5, MAP3K7:6991.5, RASGRP3:6991.5, REL:6991.5, BTRC:6991.5, CHUK:6991.5, PSMB9:11541, PSME2:11667, NFKBIB:11809, SEM1:11823, NFKBIE:12031, PSMD5:12390, PSME1:12602, NFATC3:14662, IKBKB:14785
REACTOME_ACTIVATION_OF_RAS_IN_B_CELLS	Unclear	0.889581211642575	0.942924705815146	-1	RASGRP1:6991.5, RASGRP3:6991.5
REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES	Insectivore	0.439230890765276	0.680568265225427	-1	UBA52:499, RPS27A:631, RAE1:912, NUP37:953, NUP155:1220, NUP43:1276, NUP93:1474, NUP133:1593, NUP205:1762, NUP35:1986, HERC5:2561, STAT1:6991.5, JAK1:6991.5, MAPK3:6991.5, UBB:6991.5, PLCG1:6991.5, FLNA:6991.5, TRIM25:6991.5, UBE2L6:6991.5, UBA7:6991.5, ISG15:6991.5, KPNA2:6991.5, NUP160:6991.5, TPR:6991.5, SEH1L:6991.5, NUP50:6991.5, AAAS:6991.5, NUP88:6991.5, NUP107:6991.5, EIF4G1:6991.5, NUP153:6991.5, NUP85:6991.5, IRF3:6991.5, NUP214:6991.5, NUP210:6991.5, OASL:6991.5, RNASEL:6991.5, NUP42:6991.5, PPM1B:6991.5, NUP54:6991.5, NUP58:6991.5, EIF4E:6991.5, SEC13:6991.5, MX1:6991.5, USP41:6991.5, EIF4E3:6991.5, UBE2N:6991.5, MX2:6991.5, USP18:6991.5, IFIT1:6991.5, KPNA5:6991.5, NUP62:6991.5, EIF2AK2:11425, OAS2:12062, NUP188:12075, EIF4G3:12178, NDC1:12268, PDE12:12583, KPNA7:12686, OAS3:13293, FLNB:13794, NUP98:13814, NEDD4:14763
REACTOME_PROLACTIN_RECEPTOR_SIGNALING	Unclear	0.522256075768005	0.737374866569861	-1	GH1:2452, JAK2:6991.5, PTPN11:6991.5, SH2B1:6991.5, SKP1:6991.5, BTRC:6991.5, GHR:6991.5, PRLR:6991.5, STAT5A:6991.5, GH2:6991.5, STAT5B:6991.5
REACTOME_SIGNALING_BY_NODAL	Both	0.493855202480076	0.718225560436564	-1	FURIN:205, ACVR2B:1760, PCSK6:2260, MAPK3:6991.5, LEFTY2:6991.5, FOXO3:6991.5, ACVR1C:6991.5, ACVR1B:6991.5, SMAD4:6991.5, CER1:6991.5, NODAL:6991.5, FOXH1:6991.5, DRAP1:6991.5, LEFTY1:6991.5, GDF1:12478, DAND5:13546
REACTOME_FERTILIZATION	Herbivore	0.00553857731445387	0.0523353928808904	1	ADAM2:402, CATSPER2:876, CATSPER4:913, KCNU1:915, CATSPERG:940, ZP3:1235, CATSPERD:1946, B4GALT1:2086, ADAM20:2460, HVCN1:2691, CATSPERB:3552, CD9:8114.5, IZUMO4:8114.5, ZP2:8114.5, ZP4:8114.5, ADAM30:8114.5, ADAM21:8114.5, CATSPER3:8114.5, IZUMO2:8114.5, IZUMO3:8114.5, ZP1:13817
REACTOME_MEIOTIC_SYNAPSIS	Both	0.00930796419499284	0.0701208434054298	-1	H2BC4:160, SYNE1:200, H2AC4:376, H4C2:674, H2BC15:779, FKBP6:802, LMNB1:849, UBE2I:1066, DIDO1:1167, SYCP2:1182, H4C3:1266, TEX12:1314, SYCE3:1340, H2AC14:1425, H4C13:2133, H2BC9:2238, HSPA2:2383, H4C14:2445, LMNA:6991.5, TINF2:6991.5, TERF2:6991.5, TERF1:6991.5, H4C8:6991.5, TERF2IP:6991.5, H2AC20:6991.5, H2BC21:6991.5, H4C11:6991.5, H4C15:6991.5, H4C1:6991.5, SMC1B:6991.5, SUN2:6991.5, STAG2:6991.5, STAG1:6991.5, SYCE2:6991.5, RAD21:6991.5, SUN1:6991.5, ACD:11427, POT1:11520, SYCP1:12647, BRCA1:13635, REC8:13944, STAG3:14008, ATR:14124, SYNE2:14665
REACTOME_ROS_AND_RNS_PRODUCTION_IN_PHAGOCYTES	Unclear	0.721483066378688	0.877755714359497	1	LPO:2205, ATP6V1B2:2292, HVCN1:2691, NOS2:3119, MPO:3241, NCF2:3459, ATP6V1G3:3521, NCF4:3578, NOS1:8114.5, SLC11A1:8114.5, ATP6V0A1:8114.5, ATP6V1H:8114.5, CYBA:8114.5, ATP6V0A4:8114.5, ATP6V1A:8114.5, ATP6V1B1:8114.5, ATP6V0B:8114.5, ATP6V1F:8114.5, ATP6V1C2:8114.5, ATP6V1C1:8114.5, NCF1:8114.5, ATP6V0D1:8114.5, CYBB:8114.5, ATP6V0A2:8114.5, ATP6V0C:8114.5, ATP6V1E2:8114.5, NOS3:12528, ATP6V0D2:12570, TCIRG1:13032, ATP6V1E1:13333
